parcel_id,Crop_Choice
3400481,Unclassified fallow
3400483,Unclassified fallow
3400484,Unclassified fallow
3400490,Unclassified fallow
3400492,Unclassified fallow
3400495,"Corn, sorghum or Sudan"
3400496,Unclassified fallow
3400500,Unclassified fallow
3400502,Unclassified fallow
3400504,Unclassified fallow
3400505,Unclassified fallow
3400507,Unclassified fallow
3400514,Unclassified fallow
3400515,Unclassified fallow
3400518,Unclassified fallow
3400519,Unclassified fallow
3400523,Unclassified fallow
3400525,Unclassified fallow
3400526,Unclassified fallow
3400528,Unclassified fallow
3400530,"Corn, sorghum or Sudan"
3400531,Vineyards
3400532,Unclassified fallow
3400534,Unclassified fallow
3400536,Vineyards
3400538,Unclassified fallow
3400541,Unclassified fallow
3400543,Unclassified fallow
3400544,Unclassified fallow
3400547,Unclassified fallow
3400549,Vineyards
3400550,Unclassified fallow
3400552,Unclassified fallow
3400554,Unclassified fallow
3400557,Unclassified fallow
3400559,Vineyards
3400560,Unclassified fallow
3400561,Unclassified fallow
3400563,Unclassified fallow
3400564,"Corn, sorghum or Sudan"
3400565,Unclassified fallow
3400567,Unclassified fallow
3400572,Unclassified fallow
3400574,Unclassified fallow
3400577,Unclassified fallow
3400580,Unclassified fallow
3400581,Unclassified fallow
3400582,Unclassified fallow
3400583,Unclassified fallow
3400584,Unclassified fallow
3400588,Unclassified fallow
3400590,Unclassified fallow
3400591,Unclassified fallow
3400592,Vineyards
3400593,Unclassified fallow
3400595,Unclassified fallow
3400597,Vineyards
3400598,Unclassified fallow
3400600,Unclassified fallow
3400602,Unclassified fallow
3400603,Unclassified fallow
3400606,Unclassified fallow
3400608,Unclassified fallow
3400612,Unclassified fallow
3400613,Unclassified fallow
3400614,Unclassified fallow
3400618,Unclassified fallow
3400619,Unclassified fallow
3400620,Unclassified fallow
3400622,Unclassified fallow
3400623,Unclassified fallow
3400626,Unclassified fallow
3400627,Unclassified fallow
3400629,Unclassified fallow
3400630,Unclassified fallow
3400634,Unclassified fallow
3400636,Unclassified fallow
3400637,Unclassified fallow
3400638,Unclassified fallow
3400639,Unclassified fallow
3400640,Vineyards
3400642,Unclassified fallow
3400643,Unclassified fallow
3400644,Unclassified fallow
3400646,Unclassified fallow
3400647,Unclassified fallow
3400650,Unclassified fallow
3400654,"Corn, sorghum or Sudan"
3400655,Unclassified fallow
3400656,Unclassified fallow
3400660,Vineyards
3400663,Unclassified fallow
3400666,Unclassified fallow
3400668,Unclassified fallow
3400669,Unclassified fallow
3400671,Unclassified fallow
3400674,Vineyards
3400679,Unclassified fallow
3400680,Unclassified fallow
3400685,Vineyards
3400686,Vineyards
3400687,Vineyards
3400688,Unclassified fallow
3400690,Vineyards
3400691,Unclassified fallow
3400694,Unclassified fallow
3400700,Unclassified fallow
3400705,Unclassified fallow
3400706,Unclassified fallow
3400707,Unclassified fallow
3400708,Unclassified fallow
3400710,Unclassified fallow
3400711,Unclassified fallow
3400714,Vineyards
3400721,Unclassified fallow
3400722,Unclassified fallow
3400726,Unclassified fallow
3400727,Vineyards
3400729,Unclassified fallow
3400734,Vineyards
3400738,Unclassified fallow
3400739,Unclassified fallow
3400751,Unclassified fallow
3400753,Unclassified fallow
3400755,Unclassified fallow
3400757,Vineyards
3400760,Unclassified fallow
3400761,Unclassified fallow
3400762,Unclassified fallow
3400765,Unclassified fallow
3400767,Unclassified fallow
3400768,Unclassified fallow
3400769,Unclassified fallow
3400772,Vineyards
3400774,Unclassified fallow
3400778,Unclassified fallow
3400779,Unclassified fallow
3400782,Unclassified fallow
3400784,Unclassified fallow
3400785,Unclassified fallow
3400787,Unclassified fallow
3400792,Unclassified fallow
3400793,Unclassified fallow
3400794,"Corn, sorghum or Sudan"
3400795,"Corn, sorghum or Sudan"
3400797,Unclassified fallow
3400798,Vineyards
3400799,Unclassified fallow
3400801,Unclassified fallow
3400802,Unclassified fallow
3400805,Unclassified fallow
3400806,Unclassified fallow
3400808,Unclassified fallow
3400809,Unclassified fallow
3400811,Unclassified fallow
3400814,Unclassified fallow
3400818,Unclassified fallow
3400821,Unclassified fallow
3400822,Unclassified fallow
3400823,Unclassified fallow
3400824,Unclassified fallow
3400825,Unclassified fallow
3400827,Unclassified fallow
3400828,Unclassified fallow
3400830,Unclassified fallow
3400832,Vineyards
3400834,Unclassified fallow
3400837,Unclassified fallow
3400840,Unclassified fallow
3400842,"Corn, sorghum or Sudan"
3400844,Unclassified fallow
3400846,Unclassified fallow
3400847,Vineyards
3400848,Unclassified fallow
3400849,Unclassified fallow
3400851,Unclassified fallow
3400856,Unclassified fallow
3400858,Unclassified fallow
3400863,Unclassified fallow
3400864,Unclassified fallow
3400866,Unclassified fallow
3400871,Unclassified fallow
3400872,Unclassified fallow
3400873,Unclassified fallow
3400874,Unclassified fallow
3400875,Vineyards
3400876,Unclassified fallow
3400878,Unclassified fallow
3400879,Unclassified fallow
3400882,Unclassified fallow
3400883,Unclassified fallow
3400884,Unclassified fallow
3400885,Unclassified fallow
3400888,Unclassified fallow
3400895,Unclassified fallow
3400900,Vineyards
3400902,Unclassified fallow
3400904,Unclassified fallow
3400905,Unclassified fallow
3400906,Unclassified fallow
3400909,"Corn, sorghum or Sudan"
3400910,Unclassified fallow
3400914,Unclassified fallow
3400915,Vineyards
3400916,Unclassified fallow
3400921,Vineyards
3400924,Unclassified fallow
3400927,Unclassified fallow
3400930,Unclassified fallow
3400931,Unclassified fallow
3400932,Unclassified fallow
3400934,Vineyards
3400940,Unclassified fallow
3400941,Unclassified fallow
3400947,Unclassified fallow
3400948,Unclassified fallow
3400950,Unclassified fallow
3400951,Unclassified fallow
3400955,Unclassified fallow
3400957,Unclassified fallow
3400959,"Corn, sorghum or Sudan"
3400960,Unclassified fallow
3400961,Unclassified fallow
3400962,Unclassified fallow
3400966,Unclassified fallow
3400967,Unclassified fallow
3400971,Unclassified fallow
3400974,Unclassified fallow
3400975,Unclassified fallow
3400978,Unclassified fallow
3400980,Unclassified fallow
3400982,Vineyards
3400983,Unclassified fallow
3400985,Unclassified fallow
3400990,Unclassified fallow
3400992,Unclassified fallow
3400993,Unclassified fallow
3400994,Unclassified fallow
3400996,Unclassified fallow
3401002,Unclassified fallow
3401003,Unclassified fallow
3401004,Vineyards
3401006,Unclassified fallow
3401009,Unclassified fallow
3401014,Unclassified fallow
3401015,Unclassified fallow
3401016,Unclassified fallow
3401019,Unclassified fallow
3401020,Vineyards
3401021,Unclassified fallow
3401024,Unclassified fallow
3401025,Unclassified fallow
3401032,Unclassified fallow
3401036,Unclassified fallow
3401038,Unclassified fallow
3401039,Unclassified fallow
3401040,Unclassified fallow
3401041,Unclassified fallow
3401044,Vineyards
3401045,Vineyards
3401046,Unclassified fallow
3401048,Unclassified fallow
3401060,Unclassified fallow
3401061,Unclassified fallow
3401063,Unclassified fallow
3401064,Unclassified fallow
3401065,Unclassified fallow
3401067,Unclassified fallow
3401070,Unclassified fallow
3401072,Unclassified fallow
3401073,Unclassified fallow
3401074,Unclassified fallow
3401082,Unclassified fallow
3401087,Unclassified fallow
3401088,Unclassified fallow
3401089,Unclassified fallow
3401092,Unclassified fallow
3401093,Unclassified fallow
3401094,Unclassified fallow
3401096,Unclassified fallow
3401101,Unclassified fallow
3401102,Unclassified fallow
3401104,Vineyards
3401105,Unclassified fallow
3401108,Unclassified fallow
3401110,Unclassified fallow
3401113,Unclassified fallow
3401114,Unclassified fallow
3401116,Unclassified fallow
3401117,"Corn, sorghum or Sudan"
3401123,Unclassified fallow
3401125,Unclassified fallow
3401126,Unclassified fallow
3401127,Unclassified fallow
3401132,Unclassified fallow
3401135,Unclassified fallow
3401136,Unclassified fallow
3401138,Unclassified fallow
3401143,Unclassified fallow
3401146,Unclassified fallow
3401157,Unclassified fallow
3401158,Unclassified fallow
3401159,Unclassified fallow
3401160,Unclassified fallow
3401161,Unclassified fallow
3401164,Unclassified fallow
3401165,Unclassified fallow
3401169,Unclassified fallow
3401171,Unclassified fallow
3401172,Unclassified fallow
3401175,Unclassified fallow
3401177,"Corn, sorghum or Sudan"
3401179,Unclassified fallow
3401180,Unclassified fallow
3401181,Unclassified fallow
3401182,Unclassified fallow
3401183,Unclassified fallow
3401184,Unclassified fallow
3401186,Vineyards
3401187,Unclassified fallow
3401188,Vineyards
3401190,Unclassified fallow
3401192,Vineyards
3401193,Unclassified fallow
3401198,Vineyards
3401202,Unclassified fallow
3401203,Unclassified fallow
3401208,Unclassified fallow
3401209,Unclassified fallow
3401211,Unclassified fallow
3401212,Unclassified fallow
3401214,Unclassified fallow
3401215,Unclassified fallow
3401218,Unclassified fallow
3401222,Unclassified fallow
3401226,Unclassified fallow
3401228,Unclassified fallow
3401229,Unclassified fallow
3401230,Unclassified fallow
3401231,Unclassified fallow
3401239,Unclassified fallow
3401243,Unclassified fallow
3401244,Unclassified fallow
3401247,Unclassified fallow
3401258,Vineyards
3401260,Unclassified fallow
3401262,Unclassified fallow
3401263,Unclassified fallow
3401268,Unclassified fallow
3401270,Vineyards
3401271,Unclassified fallow
3401274,Unclassified fallow
3401276,Unclassified fallow
3401279,Unclassified fallow
3401280,Unclassified fallow
3401284,Unclassified fallow
3401286,Vineyards
3401287,Unclassified fallow
3401288,Unclassified fallow
3401289,Unclassified fallow
3401295,Unclassified fallow
3401296,Vineyards
3401297,Unclassified fallow
3401299,Unclassified fallow
3401301,Unclassified fallow
3401302,Unclassified fallow
3401303,Unclassified fallow
3401304,Unclassified fallow
3401308,"Corn, sorghum or Sudan"
3401309,Unclassified fallow
3401310,Unclassified fallow
3401312,Unclassified fallow
3401315,Unclassified fallow
3401319,Unclassified fallow
3401320,Unclassified fallow
3401321,Unclassified fallow
3401322,Unclassified fallow
3401326,Unclassified fallow
3401327,Unclassified fallow
3401328,Unclassified fallow
3401329,Unclassified fallow
3401331,Unclassified fallow
3401332,Unclassified fallow
3401334,Unclassified fallow
3401335,Unclassified fallow
3401336,Unclassified fallow
3401337,Unclassified fallow
3401338,Unclassified fallow
3401339,Unclassified fallow
3401350,Unclassified fallow
3401351,Unclassified fallow
3401357,Unclassified fallow
3401360,Unclassified fallow
3401361,Unclassified fallow
3401362,Unclassified fallow
3401363,Unclassified fallow
3401367,Unclassified fallow
3401370,Vineyards
3401371,Unclassified fallow
3401372,Unclassified fallow
3401373,Unclassified fallow
3401374,Unclassified fallow
3401378,"Corn, sorghum or Sudan"
3401379,Unclassified fallow
3401380,Unclassified fallow
3401381,Unclassified fallow
3401382,Unclassified fallow
3401383,Vineyards
3401384,Unclassified fallow
3401385,"Corn, sorghum or Sudan"
3401387,Unclassified fallow
3401391,Unclassified fallow
3401392,Unclassified fallow
3401393,Unclassified fallow
3401395,Unclassified fallow
3401403,Unclassified fallow
3401404,Unclassified fallow
3401406,Unclassified fallow
3401408,Unclassified fallow
3401409,Unclassified fallow
3401410,"Corn, sorghum or Sudan"
3401411,Unclassified fallow
3401412,Unclassified fallow
3401414,Unclassified fallow
3401416,Vineyards
3401417,Unclassified fallow
3401418,Unclassified fallow
3401420,Unclassified fallow
3401421,Vineyards
3401424,"Corn, sorghum or Sudan"
3401425,Vineyards
3401428,Unclassified fallow
3401433,Unclassified fallow
3401436,Unclassified fallow
3401439,Vineyards
3401442,Unclassified fallow
3401448,Vineyards
3401457,Unclassified fallow
3401458,Vineyards
3401460,Unclassified fallow
3401461,"Corn, sorghum or Sudan"
3401463,Unclassified fallow
3401465,Vineyards
3401468,Unclassified fallow
3401471,Unclassified fallow
3401472,Unclassified fallow
3401473,Unclassified fallow
3401474,Other
3401476,Vineyards
3401477,Unclassified fallow
3401480,Unclassified fallow
3401481,Unclassified fallow
3401483,Unclassified fallow
3401484,Vineyards
3401485,Unclassified fallow
3401487,Unclassified fallow
3401489,Vineyards
3401490,Unclassified fallow
3401491,Unclassified fallow
3401492,Unclassified fallow
3401495,Unclassified fallow
3401499,Unclassified fallow
3401500,Unclassified fallow
3401505,Vineyards
3401508,Unclassified fallow
3401510,Unclassified fallow
3401517,Unclassified fallow
3401518,Unclassified fallow
3401520,Unclassified fallow
3401521,Unclassified fallow
3401523,Unclassified fallow
3401526,Unclassified fallow
3401529,Unclassified fallow
3401530,Unclassified fallow
3401531,Unclassified fallow
3401533,Unclassified fallow
3401534,Unclassified fallow
3401536,Unclassified fallow
3401539,Unclassified fallow
3401540,Unclassified fallow
3401543,Unclassified fallow
3401544,Vineyards
3401546,Unclassified fallow
3401547,Unclassified fallow
3401549,Unclassified fallow
3401550,Unclassified fallow
3401551,Unclassified fallow
3401552,Unclassified fallow
3401553,Unclassified fallow
3401568,Unclassified fallow
3401569,Unclassified fallow
3401571,Unclassified fallow
3401572,Unclassified fallow
3401577,Unclassified fallow
3401578,Vineyards
3401579,Unclassified fallow
3401580,Unclassified fallow
3401581,Unclassified fallow
3401582,Unclassified fallow
3401583,Unclassified fallow
3401584,Unclassified fallow
3401585,Unclassified fallow
3401586,Unclassified fallow
3401589,Vineyards
3401590,Vineyards
3401591,Unclassified fallow
3401592,Unclassified fallow
3401593,Unclassified fallow
3401594,Unclassified fallow
3401595,Unclassified fallow
3401596,Unclassified fallow
3401597,Unclassified fallow
3401598,Unclassified fallow
3401599,Unclassified fallow
3401600,Unclassified fallow
3401601,Unclassified fallow
3401602,Unclassified fallow
3401603,Unclassified fallow
3401604,Unclassified fallow
3401605,Vineyards
3401606,Unclassified fallow
3401607,Unclassified fallow
3401608,Unclassified fallow
3401609,Unclassified fallow
3401610,Unclassified fallow
3401611,Unclassified fallow
3401612,Unclassified fallow
3401613,Unclassified fallow
3401626,Unclassified fallow
3401627,Unclassified fallow
3401629,Unclassified fallow
3401630,Unclassified fallow
3401631,Unclassified fallow
3401632,Unclassified fallow
3401633,Unclassified fallow
3401635,Unclassified fallow
3401636,Unclassified fallow
3401637,Unclassified fallow
3401638,Unclassified fallow
3401641,Unclassified fallow
3401643,Unclassified fallow
3401644,Unclassified fallow
3401645,Unclassified fallow
3401655,Unclassified fallow
3401656,Unclassified fallow
3401657,Unclassified fallow
3401658,Unclassified fallow
3401659,Unclassified fallow
3401660,Unclassified fallow
3401661,Unclassified fallow
3401662,Unclassified fallow
3401663,Unclassified fallow
3401664,Unclassified fallow
3401665,Unclassified fallow
3401666,Unclassified fallow
3401667,Unclassified fallow
3401668,Unclassified fallow
3401669,Unclassified fallow
3401670,Unclassified fallow
3401671,Unclassified fallow
3401672,Unclassified fallow
3401673,Unclassified fallow
3401674,Unclassified fallow
3401675,Unclassified fallow
3401676,Unclassified fallow
3401677,Unclassified fallow
3401681,Unclassified fallow
3401682,Unclassified fallow
3401683,Unclassified fallow
3401684,Unclassified fallow
3401685,Unclassified fallow
3401692,Unclassified fallow
3401693,Unclassified fallow
3401694,Unclassified fallow
3401699,Unclassified fallow
3401702,Unclassified fallow
3401703,Unclassified fallow
3401709,Unclassified fallow
3401711,Unclassified fallow
3401712,Unclassified fallow
3401713,Unclassified fallow
3401714,Unclassified fallow
3401722,Unclassified fallow
3401725,Unclassified fallow
3401726,Unclassified fallow
3401727,Unclassified fallow
3401728,Unclassified fallow
3401729,Unclassified fallow
3401730,Unclassified fallow
3401731,Unclassified fallow
3401732,Unclassified fallow
3401733,Unclassified fallow
3401734,Unclassified fallow
3401735,Unclassified fallow
3401736,Unclassified fallow
3401737,Unclassified fallow
3401738,Vineyards
3401739,Unclassified fallow
3401748,Unclassified fallow
3401751,Unclassified fallow
3401752,Unclassified fallow
3401755,Unclassified fallow
3401757,Unclassified fallow
3401760,Unclassified fallow
3401764,Unclassified fallow
3401765,Vineyards
3401766,Unclassified fallow
3401772,Unclassified fallow
3401774,Unclassified fallow
3401777,Unclassified fallow
3401778,Unclassified fallow
3401779,Unclassified fallow
3401787,Unclassified fallow
3401788,Unclassified fallow
3401790,Unclassified fallow
3401792,Unclassified fallow
3401793,Unclassified fallow
3401795,Unclassified fallow
3401798,Vineyards
3401800,Vineyards
3401801,Vineyards
3401802,Vineyards
3401811,Unclassified fallow
3401815,Unclassified fallow
3401824,Unclassified fallow
3401825,Unclassified fallow
3401832,Unclassified fallow
3401837,Unclassified fallow
3401840,Unclassified fallow
3401843,"Corn, sorghum or Sudan"
3401844,Unclassified fallow
3401845,Vineyards
3401850,Vineyards
3401851,Unclassified fallow
3401854,Unclassified fallow
3401857,Unclassified fallow
3401864,Unclassified fallow
3401865,Unclassified fallow
3401876,Unclassified fallow
3401881,Unclassified fallow
3401886,Vineyards
3401888,"Corn, sorghum or Sudan"
3401894,Unclassified fallow
3401897,Vineyards
3401901,Unclassified fallow
3401903,Unclassified fallow
3401908,Vineyards
3401912,Vineyards
3401914,Vineyards
3401917,Vineyards
3401920,Unclassified fallow
3401925,Unclassified fallow
3401928,Vineyards
3401929,Vineyards
3401934,Unclassified fallow
3401935,Unclassified fallow
3402016,"Corn, sorghum or Sudan"
3402017,"Corn, sorghum or Sudan"
3402021,Unclassified fallow
3402023,"Corn, sorghum or Sudan"
3402025,Unclassified fallow
3402026,Vineyards
3402027,Unclassified fallow
3402028,Vineyards
3402030,Unclassified fallow
3402031,Unclassified fallow
3402032,Unclassified fallow
3402033,Unclassified fallow
3402047,Vineyards
3402048,Unclassified fallow
3402051,Unclassified fallow
3402054,Unclassified fallow
3402055,Vineyards
3402056,Unclassified fallow
3402058,Unclassified fallow
3402059,Unclassified fallow
3402060,Unclassified fallow
3402061,Unclassified fallow
3402062,Unclassified fallow
3402063,Unclassified fallow
3402065,Unclassified fallow
3402066,Unclassified fallow
3402072,Unclassified fallow
3402073,Unclassified fallow
3402074,Unclassified fallow
3402075,Unclassified fallow
3402076,Unclassified fallow
3402077,Unclassified fallow
3402078,Unclassified fallow
3402079,Unclassified fallow
3402080,Unclassified fallow
3402082,Unclassified fallow
3402083,Unclassified fallow
3402084,Unclassified fallow
3402087,Unclassified fallow
3402090,Unclassified fallow
3402091,Unclassified fallow
3402092,Unclassified fallow
3402093,Unclassified fallow
3402094,Unclassified fallow
3402095,Unclassified fallow
3402096,Unclassified fallow
3402097,Unclassified fallow
3402098,Vineyards
3402099,Unclassified fallow
3402101,Unclassified fallow
3402103,Unclassified fallow
3402104,Unclassified fallow
3402105,Unclassified fallow
3402106,Unclassified fallow
3402107,Vineyards
3402108,Other
3402109,Unclassified fallow
3402110,Unclassified fallow
3402111,Unclassified fallow
3402112,Unclassified fallow
3402113,Unclassified fallow
3402114,Unclassified fallow
3402131,Unclassified fallow
3402136,Unclassified fallow
3402137,Unclassified fallow
3402140,Unclassified fallow
3402141,Unclassified fallow
3402147,Unclassified fallow
3402159,Unclassified fallow
3402161,Unclassified fallow
3402162,Unclassified fallow
3402164,Unclassified fallow
3402165,Unclassified fallow
3402167,Unclassified fallow
3402168,Unclassified fallow
3402169,Unclassified fallow
3402172,Unclassified fallow
3402173,Unclassified fallow
3402174,Unclassified fallow
3402175,Unclassified fallow
3402178,Unclassified fallow
3402180,Unclassified fallow
3402182,Unclassified fallow
3402184,Unclassified fallow
3402185,Unclassified fallow
3402188,Unclassified fallow
3402189,Unclassified fallow
3402191,Unclassified fallow
3402198,Unclassified fallow
3402207,Unclassified fallow
3402210,Unclassified fallow
3402211,Unclassified fallow
3402214,Unclassified fallow
3402215,Unclassified fallow
3402216,Unclassified fallow
3402218,Unclassified fallow
3402222,Unclassified fallow
3402228,Unclassified fallow
3402229,Unclassified fallow
3402231,Unclassified fallow
3402233,Unclassified fallow
3402237,Unclassified fallow
3402241,Unclassified fallow
3402243,Unclassified fallow
3402244,Unclassified fallow
3402254,Unclassified fallow
3402259,Unclassified fallow
3402262,Unclassified fallow
3402264,Unclassified fallow
3402268,Unclassified fallow
3402269,Unclassified fallow
3402271,Unclassified fallow
3402272,Unclassified fallow
3402273,Unclassified fallow
3402274,Unclassified fallow
3402276,Unclassified fallow
3402278,Unclassified fallow
3402279,Unclassified fallow
3402281,Unclassified fallow
3402282,Unclassified fallow
3402283,Unclassified fallow
3402284,Unclassified fallow
3402286,Unclassified fallow
3402289,Unclassified fallow
3402291,Unclassified fallow
3402296,Unclassified fallow
3402297,Unclassified fallow
3402299,Unclassified fallow
3402300,Unclassified fallow
3402301,Unclassified fallow
3402302,Unclassified fallow
3402309,Unclassified fallow
3402310,Unclassified fallow
3402315,Unclassified fallow
3402321,Unclassified fallow
3402322,Unclassified fallow
3402323,Unclassified fallow
3402325,Unclassified fallow
3402327,Unclassified fallow
3402329,Unclassified fallow
3402331,Unclassified fallow
3402333,Unclassified fallow
3402339,Unclassified fallow
3402341,Unclassified fallow
3402345,Unclassified fallow
3402349,Unclassified fallow
3402350,Unclassified fallow
3402356,Unclassified fallow
3402361,Unclassified fallow
3402365,Unclassified fallow
3402367,Unclassified fallow
3402373,Unclassified fallow
3402374,Unclassified fallow
3402375,Unclassified fallow
3402378,Unclassified fallow
3402380,Unclassified fallow
3402383,Unclassified fallow
3402384,Unclassified fallow
3402385,Unclassified fallow
3402388,Unclassified fallow
3402390,Unclassified fallow
3402392,Unclassified fallow
3402393,Unclassified fallow
3402396,Unclassified fallow
3402397,Unclassified fallow
3402399,Unclassified fallow
3402400,Unclassified fallow
3402408,Unclassified fallow
3402412,Unclassified fallow
3402413,Unclassified fallow
3402414,Unclassified fallow
3402416,Unclassified fallow
3402418,Unclassified fallow
3402419,Unclassified fallow
3402420,Unclassified fallow
3402421,Unclassified fallow
3402426,Unclassified fallow
3402427,Unclassified fallow
3402428,Unclassified fallow
3402434,Vineyards
3402437,"Corn, sorghum or Sudan"
3402439,Vineyards
3402442,Vineyards
3402447,Vineyards
3402452,"Corn, sorghum or Sudan"
3402453,Vineyards
3402454,Unclassified fallow
3402458,Unclassified fallow
